ref_no,Distribution and Delivery,TV Everywhere,Post Production,Management and Systems,Product Description,Acquisition / Production,Product Image,Internet of Things (IoT),Enterprise / Mobility Solutions,Smart Cities,Cloud / Big Data / Data Centre,Security / Cyber-Security,eSports,Broadband & Infrastructure,Group,Country,booth_no,Others,company_desc,company_name,company_url,Professional Audio / Radio,Connect Everywhere,Product Name,Exhibit Sector,SatComm,Digital Display,show
2019CTA-001068,,,,,"Guide3D presents itself with a spectacular, three-dimensional navigation system, favouring the recognition effect of the building. Users can choose between different perspectives the way in which they will be guided, while the animated navigation‘s speed will intelligently adapt to the surrounding.;easyGuide achieves to show a perfect overview of big, complex projects on two-dimensional floor plans. Depending on the zoom level, more or less details are displayed. The route information is divided into logical steps, making it easier to remember.;",,;,,,AR / VR / Mixed Reality;mHealth;,,,,,4712c14e-333b-e911-95db-d89d671c94cf,GERMANY,5K3-01,,"3d-berlin vr solutions GmbH specialises in interactive indoor wayfinding solutions and develops unique applications with the solutions ‘Guide3D‘ (3D wayfinding) and ‘easyGuide‘ (2D wayfinding) running on multiple devices: touch screens / kiosk systems, mobile devices, browsers and as paper printout.  The area of application: hospitals, headquarters, administration, buildings, universities, airports, retail. We did over a 100 projects in 14 countries. Check out our demo gallery at www.g3d.me/to/demo",3D-BERLIN VR SOLUTION GMBH,,,,3D-WAYFINDING;2D-Wayfinding;,NXT;,,,2019CTA
2019CTA-000919,,,,,We offer a comprehensive suite of digital development service. Our services are integrated and focused on delivering the solution your organization needs. 80Root specializes in the digital publication at reasonable prices or accomplish more ambitious projects like the creation of an entirely new digital publication.;,,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190513150627745.jpg;,,Mobile Marketing;,AR / VR / Mixed Reality;Connected Devices;,,,,Wireless Communications;,4712c14e-333b-e911-95db-d89d671c94cf,THAILAND,5J2-01,Academic Institutions;Associations;Consultancy / Project Management;Government / Agencies;Publications / Media;,"Eighty Root Co., Ltd. (80Root) is a Digital Communication Agency based in Thailand and We are a leader of Digital Publishing production.","EIGHTY ROOT CO., LTD.",http://www.80root.com/,,Digital Media Distribution Services;Interactive Displays;Connected Devices / Streaming Media;,Digital Publishing Production;,NXT;,,,2019CTA
2019CTA-000909,,,,,"This product is use 2.4GHz , wireless communication system. This can read current and temp of the motor, fan etc. It usually used in Semiconductor process. And it help engineers to manage the process easily and efficiently. Also we made Software, so they can read current and temp data on PC. It can set range, when range is exceeded, an alarm occurs. And alarm data is collect, save, can analyze. Finally it can analyze problems and engineers can prevent failure of equipment. So it can ensure safety and efficiency. ;This product is use 2.4GHz , wireless communication system. This can read water leak. It usually used in Semiconductor process. And it help engineers to manage the process easily and efficiently. Also we made led screen, so when water leak occurs, led light is on and also the alarm rings. Engineers can recognize quickly, help to take quick action. So it can ensure safety and efficiency. ;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190426140039653.jpeg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190426142329824.jpeg;,Interoperability Protocols / Platforms;Machine to Machine (M2M);Modules / Sensors;,,,Big Data & Analytics;,,,Wireless Communications;,4712c14e-333b-e911-95db-d89d671c94cf,KOREA,BH2-08,,"We made wireless system and software. 
It can help to create a safety process and also prevents monetary damage. 
We made about IOT , Big data and so on.",ANSIN,,,,Wireless Current & Temp Monitoring System;Wireless Water Leak Sensor;,CMMA;,,,2019CTA
2019CTA-001213,,,,,ETAP is  a mobile advertising platform which enables target advertising for the specific customers in mobile device. It is a single platform which integrates various channels of mobile operators.;5G MPTCP Gateway is a solution to providing stable and high speed network service to users by aggregating data traffic coming from Wi-Fi and LTE/5G networks.;,,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190529092444236.JPG;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190529130156017.JPG;,,Location Based Services (LBS);Mobile Marketing;,,Big Data & Analytics;,,,4G / 5G / LTE;Network Equipment;Wireless Communications;,4712c14e-333b-e911-95db-d89d671c94cf,KOREA,1H3-01,,"Telecommunication, SW(Contents) & Solution, Mobile Advertising, IoT",ELUON,,,,ETAP(Enhanced Telco Advertising Platform );5G MPTCP Gateway ;,CMMA;,,,2019CTA
2019CTA-000790,,,,,"With the best quality in China, we could provide you the best service.;good quality, good price, good service;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190328154909578.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190328155117309.jpg;,Machine to Machine (M2M);,,Surveillance;,,,,Fibre Communications / FTTx / Photonics;Network Equipment;Test and Measurement;,4712c14e-333b-e911-95db-d89d671c94cf,CHINA,BE3-04,,"Shenhuo Seiko is a specialized manufacturer of fusion splicers, OTDRs, power meters, light sources, underground pipeline detectors, etc. The company's products are widely used in mobile, China Unicom, telecommunications, China Netcom, China Railcom, radio and television, electricity, water conservancy, petroleum, railway, coal mine, security and other industries.","SHENHUO SEIKO NANJING COMMUNICATION TECHNOLOGY CO.,LTD",,,,fusion splicer;OTDR;,CMMA;,,,2019CTA
2019CTA-000780,,,,,"EPIC's AI Chip is a Battery-free, Energy Harvesting Sensor with Integrated pre-Quantum Super Position Processor and Artificial Intelligence that communicates bi-directionally to the cloud through a gateway.
Our AI chip senses human action (like presence, gesture, and touch), physical forces (temperature, pressure, vibration, humidity, etc.), chemical reaction and even vital signs of any living organisms.  
Unlike momentarily activated systems, EPIC AI Chips are “always on”. A plurality of our chips creates a self-organized collision free network, that acts like a “superorganism” which scientists believe is the next step in Artificial Intelligence.  ;Our technology doesn’t rely on third-party components, which makes it ultra-affordable (due to enormous cost savings) and therefore hard, if not useless to copy.
;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190330084701723.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190330085230472.jpg;,Industrial IoT;Machine to Machine (M2M);Telematics;,,Additive Manufacturing;AI;AR / VR / Mixed Reality;Biometrics;Connected Devices;Drones;eGovernment;FinTech;Intelligent Transport Systems / Asset Tracking;mHealth;Robotics;Smart Grid / Metering;Surveillance;Sustainable ICT;,,Biometrics / Identity & Access Management / Smart Card / RFID;Blockchain;Cloud Security;,,,4712c14e-333b-e911-95db-d89d671c94cf,CANADA,5G7-01,,"EPIC's dust-sized AI Chip is a Battery-free, Energy Harvesting Sensor with Integrated pre-Quantum Super Position Processor and Artificial Intelligence that communicates bi-directionally to the cloud.Our AI chip senses human action (like presence, gesture, and touch), physical forces (temperature, pressure, vibration, humidity, etc.) and chemical reaction.","EPIC SEMICONDUCTORS, INC.",,,,Dust-sized AI Chip ;EPIC AI Chip for blockchain secure supply chain ;,NXT;,,,2019CTA
2019CTA-000730,,,,,Wireless chargingBluetooth-based location servicesFinancial settlementElectronic id cardCar smart key;Security financeFinancial settlement;,,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190401172704441.jpeg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190401180303925.jpeg;,,Location Based Services (LBS);,,,Biometrics / Identity & Access Management / Smart Card / RFID;,,,4712c14e-333b-e911-95db-d89d671c94cf,KOREA,BK3-13,,IOS standard electronic cardManufacture of bluetooth card and production of otpTracker app,APMATE,www.apmate.co.kr,,,BLE Hybrid Card / Smart Traker;OTP card;,CMMA;,,,2019CTA
2019CTA-000740,,,,,-;,,;,,,,,,,,4712c14e-333b-e911-95db-d89d671c94cf,KOREA,BK3-01,Associations;Government / Agencies;,Korea ICT Association (KICTA) was established for the advancement of the ICT equipment technology industry as a nonprofit corporation. The main purpose is to offer marketing support information for nurturing SME's ICT Industry. And we assist Korea companies to expand into the overseas markets.  Korea Pavilion is a common exhibition hall where the companies trusted by the Korean government exhibit their products.We would like to introduce the excellent products developed by the latest innovative technologies.,KOREA ICT ASSOCIATION (KICTA),www.koreaict.kr,,,-;,CMMA;,,,2019CTA
2019CTA-000153,,,,,"Main Features:Support OPT-Ring Redundance Ring Network technology,Support IEEE802.1Q VLAN setting, effective control of thebroadcast domain.Support IGMP Static Multicast, Port Trunk, Port Mirroring, ect.Extends distances ranging from 2km (multi-mode fiber) to 120km (single mode fiber),Operating Temperature: -40°Cto 85°C,Supports DIN-Rail and hang wall mounting,Status LED for easy monitoring of device status,Maximum frame size of 1632 bytes Support 8k MAC address,Support dual power supply backupIP40 protection class,Optional function: POE, Managed,;Packaging Style with SFP, GBIC, SFP , XFP, XENPAKSupport.Data Rate for  Single mode and Multil mode  from 100Mbps~2.67G, 4G/6G/8G,10G,40G PON OLT TransceiverCompatible with kinds of brand switches such as Cisco, HP, JUNIPER, HUAWEI, Zyxel etcPower Supply : 3.3V, APS( 1.2V) Operating case temperature range of 0°C to  70°C (Standard) or -40°C to  85°C (Industrial) Compatible with RoHS,SFP Multi-Source Agreement (MSA) and SFF-8472OEM and ODM are on service.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190307111623043.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190307111514428.jpg;,,System Integration;,Connected Devices;,Data Centre Hosting;,,,Fibre Communications / FTTx / Photonics;Network Equipment;Network Security;Telecom Power & Systems;,4712c14e-333b-e911-95db-d89d671c94cf,CHINA,BY3-01,,"Shenzhen Optone company  have 16 years  experience  to provides high quality optical devices and   modules from 155Mbps, 1.25G, to high speed 10G, 40G and  100G 。 Optone products are not only  vastly deployed in telecommunication and security field in China ,also have been reliable by numerous overseas customers.Our main products include:SFP optical module, media converter, industrial switch, POE switch, video converter and other passive optical fiber communication products, patch cord, DAC,AOC cable  etc.",SHENZHEN OPTONE TECHNOLOGY CO LTD,,,Connected Devices / Streaming Media;,Industrial Ethernet Switch;Optical  Transceiver ;,CMMA;,,,2019CTA
2019CTA-000301,,,,,"Rugged by nature, the UT series by UniStrong thrives in harsh operating environments. The UT10 is built to handle heavy work load over an extended period of time. It is designed to be drop resistant at heights of 1.5m with an IP68 protection rating and certified to MIL-STD. With Qualcomm Quickcharge 3.0 and Dual Sim card option, you can work all day and still remain contactable anytime, anywhere.;Rugged by nature, the UT series by UniStrong thrives in harsh operating environments. The UT50 is built to handle heavy work load over an extended period of time. It is designed to be drop resistant at heights of 1.2m with an IP68 protection rating and certified to MIL-STD. With 128GB SSD, 2x hot swappable batteries and wet hands/gloves operation, you can work all day without hassle and fear of losing data.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190226120300332.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190523144440147.jpg;,Industrial IoT;,Mobile Device Management / Mobile;System Integration;,Connected Devices;,,Biometrics / Identity & Access Management / Smart Card / RFID;,,Network Equipment;VoIP;Wireless Communications;,4712c14e-333b-e911-95db-d89d671c94cf,SINGAPORE,5D4-09,Government / Agencies;,UniStrong APAC Pte Ltd is a Sales and Service Centre for the UniStrong Global Group. UniStrong APAC Pte Ltd supplies high end performing ruggedized products for the global market.,UNISTRONG APAC PTE LTD,,,Connected Devices / Streaming Media;,"UT10 - 6"" Android Smartphone;UT50 - 10"" Windows Tablet;",NXT;,,,2019CTA
